PMC,NYSE,Pharmerica Corporation,907120000.0,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/pmc,
PHH,NYSE,PHH Corp,610550000.0,2002,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/phh,
PM,NYSE,Philip Morris International Inc,160010000000.0,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/pm,
PSX,NYSE,Phillips 66,47920000000.0,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/psx,
PSXP,NYSE,Phillips 66 Partners LP,6120000000.0,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/psxp,
FENG,NYSE,Phoenix New Media Limited,403450000.0,2011,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/feng,
DOC,NYSE,Physicians Realty Trust,3170000000.0,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/doc,
PDM,NYSE,"Piedmont Office Realty Trust, Inc.",2930000000.0,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/pdm,
PTY,NYSE,Pimco Corporate & Income Opportunity Fund,1330000000.0,2002,n/a,n/a,http://www.nasdaq.com/symbol/pty,
PCN,NYSE,Pimco Corporate & Income Stategy Fund,672420000.0,2001,n/a,n/a,http://www.nasdaq.com/symbol/pcn,
PCI,NYSE,PIMCO Dynamic Credit and Mortgage Income Fund,3140000000.0,2013,n/a,n/a,http://www.nasdaq.com/symbol/pci,
PDI,NYSE,PIMCO Dynamic Income Fund,1500000000.0,2012,n/a,n/a,http://www.nasdaq.com/symbol/pdi,
PHK,NYSE,Pimco High Income Fund,1000000000.0,2003,n/a,n/a,http://www.nasdaq.com/symbol/phk,
PKO,NYSE,Pimco Income Opportunity Fund,400530000.0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pko,
PFN,NYSE,PIMCO Income Strategy Fund II,636320000.0,2004,n/a,n/a,http://www.nasdaq.com/symbol/pfn,
PML,NYSE,Pimco Municipal Income Fund II,824520000.0,2002,n/a,n/a,http://www.nasdaq.com/symbol/pml,
PF,NYSE,"Pinnacle Foods, Inc.",6390000000.0,2013,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/pf,
PNW,NYSE,Pinnacle West Capital Corporation,10010000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnw,
PXD,NYSE,Pioneer Natural Resources Company,27500000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pxd,
PJC,NYSE,Piper Jaffray Companies,1060000000.0,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/pjc,
PBI,NYSE,Pitney Bowes Inc.,1990000000.0,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/pbi,
PJT,NYSE,PJT Partners Inc.,700000000.0,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/pjt,
PAA,NYSE,"Plains All American Pipeline, L.P.",15560000000.0,1998,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/paa,
PAGP,NYSE,"Plains Group Holdings, L.P.",3380000000.0,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/pagp,
PLNT,NYSE,"Planet Fitness, Inc.",2520000000.0,2015,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/plnt,
PLT,NYSE,"Plantronics, Inc.",1690000000.0,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/plt,
PAH,NYSE,Platform Specialty Products Corporation,2990000000.0,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pah,
PHI,NYSE,PLDT Inc.,7120000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/phi,
PGEM,NYSE,"Ply Gem Holdings, Inc.",1190000000.0,2013,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/pgem,
PNC,NYSE,"PNC Financial Services Group, Inc. (The)",63800000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnc,
PNM,NYSE,"PNM Resources, Inc. (Holding Co.)",3450000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnm,
PII,NYSE,Polaris Industries Inc.,7160000000.0,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pii,
POL,NYSE,PolyOne Corporation,3730000000.0,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pol,
POR,NYSE,Portland General Electric Company,4310000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/por,
PKX,NYSE,POSCO,23070000000.0,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/pkx,
POST,NYSE,"Post Holdings, Inc.",5220000000.0,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/post,
POT,NYSE,Potash Corporation of Saskatchewan Inc.,16110000000.0,1989,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/pot,
PPG,NYSE,"PPG Industries, Inc.",29610000000.0,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/ppg,
PPL,NYSE,PPL Corporation,25520000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppl,
PQG,NYSE,PQ Group Holdings Inc.,2120000000.0,2017,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pqg,
PX,NYSE,"Praxair, Inc.",42650000000.0,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/px,
PDS,NYSE,Precision Drilling Corporation,882650000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pds,
APTS,NYSE,"Preferred Apartment Communities, Inc.",676570000.0,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/apts,
PBH,NYSE,"Prestige Brand Holdings, Inc.",2250000000.0,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbh,
PVG,NYSE,"Pretium Resources, Inc.",2080000000.0,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pvg,
PRI,NYSE,"Primerica, Inc.",3980000000.0,2010,Finance,Life Insurance,http://www.nasdaq.com/symbol/pri,
PFG,NYSE,Principal Financial Group Inc,19940000000.0,2001,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pfg,
PRA,NYSE,ProAssurance Corporation,3240000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pra,
PG,NYSE,Procter & Gamble Company (The),220660000000.0,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/pg,
PGR,NYSE,Progressive Corporation (The),29380000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pgr,
PLD,NYSE,"Prologis, Inc.",35400000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pld,
PUMP,NYSE,ProPetro Holding Corp.,1370000000.0,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/pump,
PRO,NYSE,"PROS Holdings, Inc.",750770000.0,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/pro,
PB,NYSE,"Prosperity Bancshares, Inc.",4380000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pb,
PRLB,NYSE,"Proto Labs, Inc.",2270000000.0,2012,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/prlb,
PFS,NYSE,"Provident Financial Services, Inc",1750000000.0,2003,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pfs,
PRU,NYSE,"Prudential Financial, Inc.",47800000000.0,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pru,
GHY,NYSE,"Prudential Global Short Duration High Yield Fund, Inc.",602810000.0,2012,n/a,n/a,http://www.nasdaq.com/symbol/ghy,
PUK,NYSE,Prudential Public Limited Company,62580000000.0,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/puk,
ISD,NYSE,"Prudential Short Duration High Yield Fund, Inc.",503840000.0,2012,n/a,n/a,http://www.nasdaq.com/symbol/isd,
PSB,NYSE,"PS Business Parks, Inc.",3660000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psb,
TLK,NYSE,"PT Telekomunikasi Indonesia, Tbk",30140000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tlk,
PEG,NYSE,Public Service Enterprise Group Incorporated,25280000000.0,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/peg,
PSA,NYSE,Public Storage,36800000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa,
PHM,NYSE,"PulteGroup, Inc.",8950000000.0,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/phm,
PSTG,NYSE,"Pure Storage, Inc. ",3470000000.0,2015,Technology,Electronic Components,http://www.nasdaq.com/symbol/pstg,
PMM,NYSE,Putnam Managed Municipal Income Trust,402480000.0,1989,n/a,n/a,http://www.nasdaq.com/symbol/pmm,
PMO,NYSE,Putnam Municipal Opportunities Trust,478400000.0,1993,n/a,n/a,http://www.nasdaq.com/symbol/pmo,
PPT,NYSE,Putnam Premier Income Trust,579170000.0,1988,n/a,n/a,http://www.nasdaq.com/symbol/ppt,
PVH,NYSE,PVH Corp.,9500000000.0,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pvh,
PZN,NYSE,Pzena Investment Management Inc,771780000.0,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/pzn,
QTWO,NYSE,"Q2 Holdings, Inc.",1730000000.0,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qtwo,
QEP,NYSE,"QEP Resources, Inc.",2410000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/qep,
QTS,NYSE,"QTS Realty Trust, Inc.",2990000000.0,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qts,
QUAD,NYSE,"Quad Graphics, Inc",1170000000.0,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/quad,
KWR,NYSE,Quaker Chemical Corporation,2170000000.0,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kwr,
QCP,NYSE,"Quality Care Properties, Inc.",1550000000.0,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qcp,
NX,NYSE,Quanex Building Products Corporation,748680000.0,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nx,
PWR,NYSE,"Quanta Services, Inc.",5470000000.0,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/pwr,
QD,NYSE,Qudian Inc.,9080000000.0,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/qd,
DGX,NYSE,Quest Diagnostics Incorporated,12630000000.0,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/dgx,
Q,NYSE,"Quintiles IMS Holdings, Inc.",22860000000.0,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/q,
QUOT,NYSE,Quotient Technology Inc.,1300000000.0,2014,Consumer Services,Advertising,http://www.nasdaq.com/symbol/quot,
CTX,NYSE,Qwest Corporation,3090000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctx,
RRD,NYSE,R.R. Donnelley & Sons Company,559300000.0,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd,
RDN,NYSE,Radian Group Inc.,4310000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rdn,
RL,NYSE,Ralph Lauren Corporation,6910000000.0,1997,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/rl,
RPT,NYSE,Ramco-Gershenson Properties Trust,1060000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpt,
RRC,NYSE,Range Resources Corporation,4710000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rrc,
RJF,NYSE,"Raymond James Financial, Inc.",12120000000.0,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjf,
RYAM,NYSE,Rayonier Advanced Materials Inc.,739170000.0,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ryam,
RYN,NYSE,Rayonier Inc.,4019999999.9999995,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ryn,
RTN,NYSE,Raytheon Company,54000000000.0,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtn,
RMAX,NYSE,"RE/MAX Holdings, Inc.",963600000.0,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/rmax,
RLGY,NYSE,Realogy Holdings Corp.,3630000000.0,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/rlgy,
O,NYSE,Realty Income Corporation,15840000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/o,
RHT,NYSE,"Red Hat, Inc.",21570000000.0,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rht,
RWT,NYSE,"Redwood Trust, Inc.",1150000000.0,1995,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rwt,
RBC,NYSE,Regal Beloit Corporation,3400000000.0,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/rbc,
RGC,NYSE,Regal Entertainment Group,2410000000.0,2002,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rgc,
REG,NYSE,Regency Centers Corporation,11100000000.0,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/reg,
RF,NYSE,Regions Financial Corporation,18020000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rf,
RGS,NYSE,Regis Corporation,670780000.0,1991,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rgs,
RGA,NYSE,"Reinsurance Group of America, Incorporated",9720000000.0,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rga,
RS,NYSE,Reliance Steel & Aluminum Co.,5610000000.0,1994,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/rs,
RENX,NYSE,RELX N.V.,44890000000.0,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/renx,
RELX,NYSE,RELX PLC,46490000000.0,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/relx,
RNR,NYSE,RenaissanceRe Holdings Ltd.,5600000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rnr,
RENN,NYSE,Renren Inc.,744860000.0,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/renn,
RSG,NYSE,"Republic Services, Inc.",21600000000.0,1998,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/rsg,
RMD,NYSE,ResMed Inc.,11710000000.0,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rmd,
REN           ,NYSE,Resolute Energy Corporation,695950000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ren,
RFP,NYSE,Resolute Forest Products Inc.,795260000.0,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/rfp,
QSR,NYSE,Restaurant Brands International Inc.,15550000000.0,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/qsr,
RPAI,NYSE,"Retail Properties of America, Inc.",2880000000.0,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpai,
REVG,NYSE,"REV Group, Inc.",1640000000.0,2017,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/revg,
REV,NYSE,"Revlon, Inc.",1130000000.0,1996,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rev,
REX,NYSE,REX American Resources Corporation,560150000.0,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rex,
REXR,NYSE,"Rexford Industrial Realty, Inc.",2340000000.0,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rexr,
RXN,NYSE,Rexnord Corporation,2570000000.0,2012,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rxn,
RH,NYSE,RH,1770000000.0,2012,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/rh,
RICE,NYSE,Rice Energy Inc.,6130000000.0,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rice,
RMP,NYSE,Rice Midstream Partners LP,2170000000.0,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/rmp,
RIC,NYSE,"Richmont Mines, Inc.",548990000.0,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric,
RNG,NYSE,"Ringcentral, Inc.",3390000000.0,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/rng,
RIO,NYSE,Rio Tinto Plc,89060000000.0,2002,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rio,
RBA,NYSE,Ritchie Bros. Auctioneers Incorporated,3060000000.0,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rba,
RAD,NYSE,Rite Aid Corporation,1630000000.0,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/rad,
RLI,NYSE,RLI Corp.,2590000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rli,
RLJ,NYSE,RLJ Lodging Trust,3790000000.0,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rlj,
RHI,NYSE,Robert Half International Inc.,6620000000.0,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi,
ROK,NYSE,"Rockwell Automation, Inc.",25780000000.0,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rok,
COL,NYSE,"Rockwell Collins, Inc.",21970000000.0,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/col,
RCI,NYSE,"Rogers Communication, Inc.",21030000000.0,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/rci,
ROG,NYSE,Rogers Corporation,2670000000.0,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rog,
ROL,NYSE,"Rollins, Inc.",9890000000.0,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/rol,
ROP,NYSE,"Roper Technologies, Inc.",26610000000.0,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rop,
RDC,NYSE,Rowan Companies plc,1870000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rdc,
RY,NYSE,Royal Bank Of Canada,115610000000.0,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ry,
RBS,NYSE,Royal Bank Scotland plc (The),43660000000.0,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs,
RCL,NYSE,Royal Caribbean Cruises Ltd.,27800000000.0,1993,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rcl,
RVT,NYSE,"Royce Value Trust, Inc.",1330000000.0,1986,n/a,n/a,http://www.nasdaq.com/symbol/rvt,
RES,NYSE,"RPC, Inc.",5570000000.0,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/res,
RPM,NYSE,RPM International Inc.,6970000000.0,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/rpm,
RSPP,NYSE,"RSP Permian, Inc.",5840000000.0,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rspp,
RTEC,NYSE,"Rudolph Technologies, Inc.",835470000.0,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtec,
RYB,NYSE,"RYB Education, Inc.",758440000.0,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ryb,
R,NYSE,"Ryder System, Inc.",4280000000.0000005,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/r,
RHP,NYSE,"Ryman Hospitality Properties, Inc.",3320000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rhp,
SPGI,NYSE,S&P Global Inc.,40560000000.0,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/spgi,
SBR,NYSE,Sabine Royalty Trust,633470000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbr,
CRM,NYSE,Salesforce.com Inc,73820000000.0,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm,
SBH,NYSE,"Sally Beauty Holdings, Inc.",2240000000.0,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sbh,
SN,NYSE,Sanchez Energy Corporation,424880000.0,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sn,
SD,NYSE,"SandRidge Energy, Inc.",707240000.0,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sd,
SNY,NYSE,Sanofi,114130000000.0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sny,
SC,NYSE,Santander Consumer USA Holdings Inc.,5980000000.0,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sc,
SAP,NYSE,SAP SE,136910000000.0,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap,
SSL,NYSE,Sasol Ltd.,19920000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssl,
BFS,NYSE,"Saul Centers, Inc.",1330000000.0,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bfs,
SCG,NYSE,Scana Corporation,6360000000.0,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/scg,
SLB,NYSE,Schlumberger N.V.,92020000000.0,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/slb,
SNDR,NYSE,"Schneider National, Inc.",4390000000.0,2017,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/sndr,
SWM,NYSE,"Schweitzer-Mauduit International, Inc.",1340000000.0,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/swm,
SAIC,NYSE,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,2990000000.0,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic,
SALT,NYSE,Scorpio Bulkers Inc.,596130000.0,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/salt,
STNG,NYSE,Scorpio Tankers Inc.,966760000.0,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/stng,
SMG,NYSE,Scotts Miracle-Gro Company (The),5980000000.0,1992,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/smg,
KTF,NYSE,Scudder Municiple Income Trust,471510000.0,1988,n/a,n/a,http://www.nasdaq.com/symbol/ktf,
SE,NYSE,Sea Limited,4910000000.0,2017,n/a,n/a,http://www.nasdaq.com/symbol/se,
SA,NYSE,"Seabridge Gold, Inc.",738450000.0,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sa,
CKH,NYSE,"SEACOR Holdings, Inc.",869490000.0,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ckh,
SEE,NYSE,Sealed Air Corporation,8289999999.999999,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see,
SSW,NYSE,Seaspan Corporation,770100000.0,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ssw,
SEAS,NYSE,"SeaWorld Entertainment, Inc.",1030000000.0,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/seas,
WTTR,NYSE,"Select Energy Services, Inc.",1120000000.0,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/wttr,
SEM,NYSE,Select Medical Holdings Corporation,2240000000.0,2009,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sem,
SEMG,NYSE,Semgroup Corporation,2100000000.0,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/semg,
SMI,NYSE,Semiconductor  Manufacturing International Corporation,8039999999.999999,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi,
SRE,NYSE,Sempra Energy,30280000000.0,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre,
ST,NYSE,Sensata Technologies Holding N.V.,8240000000.0,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/st,
SXT,NYSE,Sensient Technologies Corporation,3270000000.0,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt,
SRG,NYSE,Seritage Growth Properties,2300000000.0,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/srg,
SCI,NYSE,Service Corporation International,6780000000.0,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/sci,
SERV,NYSE,"ServiceMaster Global Holdings, Inc.",6310000000.0,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/serv,
NOW,NYSE,"ServiceNow, Inc.",21430000000.0,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now,
SHAK,NYSE,"Shake Shack, Inc.",1340000000.0,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/shak,
SJR,NYSE,Shaw Communications Inc.,10750000000.0,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sjr,
SHLX,NYSE,"Shell Midstream Partners, L.P.",4920000000.0,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/shlx,
SHW,NYSE,Sherwin-Williams Company (The),36850000000.0,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw,
SHG,NYSE,Shinhan Financial Group Co Ltd,21230000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg,
SFL,NYSE,Ship Finance International Limited,1540000000.0,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sfl,
SHOP,NYSE,Shopify Inc.,8590000000.0,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop,
SSTK,NYSE,"Shutterstock, Inc.",1300000000.0,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk,
SIG,NYSE,Signet Jewelers Limited,4040000000.0,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/sig,
SSNI,NYSE,"Silver Spring Networks, Inc.",869590000.0,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni,
SPG,NYSE,"Simon Property Group, Inc.",49440000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg,
SSD,NYSE,"Simpson Manufacturing Company, Inc.",2740000000.0,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ssd,
SHI,NYSE,"SINOPEC Shangai Petrochemical Company, Ltd.",6370000000.0,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi,
SITE,NYSE,"SiteOne Landscape Supply, Inc.",2540000000.0,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/site,
SIX,NYSE,Six Flags Entertainment Corporation New,5390000000.0,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/six,
SJW,NYSE,SJW Group,1290000000.0,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sjw,
SKM,NYSE,"SK Telecom Co., Ltd.",16219999999.999998,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/skm,
SKX,NYSE,"Skechers U.S.A., Inc.",4950000000.0,1999,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/skx,
